Suomen Valkoisen Ruusun suurristi / Storkorset av Finlands Vita Ros orden 
Hopia, Markku Juhani, pääluottamusmies, Raasepori
Hortans, Bo-Leo, Lead Engineer, Vasa
Huhtala, Jouni Päiviö Aaprami, talous- ja kasvinviljelyasiantuntija, Kokkola
Huhtamäki, Helena Irene, toimistotarkastaja, Hyvinkää
Huhtanen, Hannu Harri Kalevi, maanviljelijä, Rautjärvi
Huhtinen, Anna-Maria, myyntineuvoja, Hämeenlinna
Hujanen, Matti Sakari, terminaalipäällikkö, Lappeenranta
Hulkkonen, Kari Markku Kauko, tuotantovastaava, Taipalsaari
Huotari, Väinö Antero, metsätalousteknikko, Kuhmo
Huovinen, Esko Kalevi, alkionsiirtoseminologi, Kuopio
Hursti, Jari Johannes, vuoromestari, Sipoo
Husa, Marja-Liisa, osastonsihteeri, Tornio
Husman, Bo Martin, hankintaesimies, Inkoo
Huusko, Riitta Hannele, arkistonhoitaja, Helsinki
Huusko-Pelkkala, Tarja Hanna, asiakaspäällikkö, Espoo
Hytönen, Tuula Iiris, päivähoidon aluevastaava, Keminmaa
Hyyryläinen, Pasi Kalevi, ylikonstaapeli, Pornainen
Hyytinen, Vesa Tapio, ylikonstaapeli, Saarijärvi
Häggman, Kristina Gunilla, specialbarnträdgårdslärare, Jakobstad
Hämäläinen, Airi Sinikka, erityisohjaaja, Riihimäki
Hämäläinen, Jouni Juhani, ylipalomies, Puumala
Hämäläinen, Raimo Matti, veturinkuljettaja, Iisalmi
Hämäläinen, Seija Riitta, kunnanvaltuutettu, Askola
Hänninen, Petri Jaakko Päiviö, poromies, Inari
Härkin, Päivi Aino Maria, lastenhoitaja, Valtimo
Härkönen, Outi Anneli, tarkastaja, Klaukkala
Hörkkö, Jaana Kirsi Kristiina, talouspäällikkö, Paimio
Ihalainen, Mikko Antti Juhani, toimistosihteeri, Oulu
Ijäs, Hannu Petteri, ylikonstaapeli, Kouvola
Ikonen, Mirja Maarit, Sosionomi, Jyväskylä
Ikonen, Outi Kaarina, sihteeri, Vantaa
Ikonen, Raili Elina, talousasiantuntija, Helsinki
Ikonen, Raimo Kalevi, palomestari, Heinävesi
Ikonen, Tero Matti, paloesimies, Savonlinna
Immonen, Jukka, vastaava suuhygienisti, Helsinki
Immonen, Tiina Elisabet, Personal Assistant, Turku
Ingalsuo, Pasi Johannes, maanviljelijä, Kokkola
Ingman, Ulla Anneli, projektiassistentti, Helsinki
Inki, Arsi Ilmari, metsäneuvoja, Janakkala
Isokoski, Juha Roobert, maatalousyrittäjä, Ylivieska
Isokääntä, Marja Terttu, emäntä, Alavieska
Isopahkala, Risto Juhani, isännöitsijä, Helsinki
Itäniemi, Tarja Maarit, osastosihteeri, Paippinen
Jaako, Lauri Pietari, Senior Development Engineer, Raahe
Jaako, Paula Aini Anneli, asiakkuuspäällikkö, Rautjärvi
Jalkanen, Heini Sinikka, filosofian maisteri, Naantali
Jalonen, Sakari Armas, autoilija, Eurajoki
Jansson, Kaj Torvald, regionförsäljningschef, Vaasa
Jantunen, Pekka Olavi, järjestelmäpäällikkö, Helsinki
Jarva, Marja-Helena, johdon sihteeri, Helsinki
Jasu, Manu Petteri, ylikonstaapeli, Eurajoki
Jauhiainen, Juha Martti, maanviljelijä, Janakkala
Jauhiainen, Maija-Leena, lähetyssihteeri, Kiuruvesi
Jaukkuri, Pirjo Liisa, koulutussihteeri, Kempele
Javanainen, Jari Antti Juhani, rikosylikonstaapeli, Vantaa
Johansson, Johan Bernhard, företagare, Kimitoön
Johansson, Rabbe Edvard, rikosylikonstaapeli, Kotka
Johansson, Riitta Helena, sijoitusasiantuntija, Oulu
Jokela, Ilkka Juhani, eläkeratkaisija, Espoo
Jokela, Inga Elisabeth, byråföreståndare, Raseborg
Jokela, Sanna Leena, tuotantoneuvoja, Alavieska
Jokila, Killi Kirsi Maria, paivähoidon perhetyöntekijä, Lempäälä
Jokilaakso, Jouni Jalmari, luokanopettaja, Valkeakoski
Jokimäki, Tarja Kaarina, palveluesimies, Oulu
Jokinen, Kate Kristina, henkilöstöasiantuntija, Kirkkonummi
Jokinen, Tiina Astrid, tarkastaja, Nurmijärvi
Jokinen, Tuovi Helena Marketta, ohjaaja, Lahti
Joutulainen, Juha Eerik, lastentarhanopettaja, Tervola
Judén, Tarja, Specialist in Administration, Helsinki
Jukola, Terttu, sihteeriassistentti, Helsinki
Julin, Matti Juhani, työmaapäällikkö, Kerava
Junnila, Martti Mikael, työnjohtaja, Siikajoki
Juntunen, Sari Päivi Tuulikki, metsäneuvoja, Kuhmo
Jussila, Jarmo Heikki Mikael, ylikonstaapeli, Raahe
Jussila, Jouko Vilho, kouluttaja, Keminmaa
Juvonen, Harri Jussi Taneli, tiimiesimies, Helsinki
Juvonen, Jaana Anita, matkalippujen tarkastaja, Vihti
Jylhä, Juha Antero, marketpäällikkö, Toholampi
Jämsén, Heli Mirjami, ylikonstaapeli, Lappeenranta
Jäntti, Vesa Tapani, rikosseuraamusesimies, Helsinki
Järvinen, Kari Einari, toimistosihteeri, Urjala
Jääskeläinen, Anu Anna-Liisa, osastosihteeri, Helsinki
Jääskeläinen, Riitta Marjatta, opettaja, Tyrnävä
Kahilainen, Ari Tapio, yhdyskuntatekniikan päällikkö, Pihtipudas
Kahilampi, Merja Anneli, suunnittelupäällikkö, Helsinki
Kahra, Eino, erikoislaboratoriomestari, Espoo
Kainulainen, Seppo Ilkka Tapio, verkostomestari, Savonlinna
Kaivorinne, Aimo Juhani, hankintaesimies, Pudasjärvi
Kajama, Ritva Marjaana, nuorempi suunnittelija, Lahti
Kalervo, Sari Anneli, ylikonstaapeli, Riihimäki
Kallia, Riitta Sinikka, tulliylitarkastaja, Helsinki
Kallinen, Aila Annikki, palvelupäällikkö, Juuka
Kallio, Juhani Armas, työmaapäällikkö, Teuva
Kallio, Päivi Helena, palveluesimies, Tammela
Kallioinen, Jouko Juhani, osastopäällikkö, Tampere
Kallioinen, Paula Marjatta, siistijöiden esimies, Pietarsaari
Kallio-Kujala, Aino Edit, maatilan emäntä, Seinäjoki
Kalliosaari, Kaisu Annikki, assistentti, Oulu
Kallunki, Heikki Tapio, kaupunginvaltuutettu, Kuusamo
Kananen, Unto Kalervo, metsätalousinsinööri, Haapajärvi
Kananen, Vesa Samuli, ylikonstaapeli, Loviisa
Kanerva, Harry Tapani, rikosylikonstaapeli, Hollola
Kangas, Kaija Tuulikki, asuntosihteeri, Karvia
Kangas, Pasi Matti, ylikonstaapeli, Kauhava
Kankaala, Sirkka Liisa, kanslisti, Raahe
Kankaanpää, Jouko Tapani, kaivinkoneyrittäjä, Ulvila
Kankaristo, Reima Kalevi, työnjohtaja, Kaarina
Kansanen, Matti Pekka, elinkeinoasiamies, Leppävirta
Kansanoja, Anne Maaret, osastosihteeri, Lahti
Kantelinen, Seppo Viljo Juhani, asemamestari, Sodankylä
Kaplas, Risto Kalervo, rikosylikonstaapeli, Nastola
Karhu, Seppo Kalevi, ylikonstaapeli, Imatra
Kari, Sami Juhani Aapori, ylikonstaapeli, Lohja
Kariluoma, Markku Ilmari, myyntipäällikkö, Alajärvi
Karlsson, Maj-Len Kristina, hallintosihteeri, Vantaa
Karru, Eero Antero, projektipäällikkö, Nokia
Karttunen, Marja Tuulikki, hallintosihteeri, Lieto
Karttunen, Pirjo Inkeri, suunnittelija, Helsinki
Karttunen-Prieto, Mervi Sisko Päivikki, sihteeri, Madrid
Karvinen, Hilkka Anneli, tarkastaja, Espoo
Karvonen, Kaisu Hannele, ylimmän johdon sihteeri, Helsinki
Karvonen, Markku Ilmari, yrittäjä, Rantasalmi
Karvonen, Markku Kalevi, kiinteistöpäällikkö, Jyväskylä
Kattelus, Ulla Regina, kuntoutussuunnittelija, Vantaa
Kaukonen, Tuula Helena, palvelumyyjä, Heinola
Kauppinen, Hannu Tapani, ylikonstaapeli, Kerava
Kauria, Jouni Pekka Tapio, aluejohtaja, Lappeenranta
Kedonperä, Auli Anneli, tutkimusmestari, Ypäjä
Keistinen, Jouko Antero, tiimivalmentaja, Varkaus
Kekäläinen, Kirsti Marjatta, osastonhoitaja, Rovaniemi
Keloniemi-Hurttila, Elina Maria, sairaanhoitaja, Pöytyä
Kemppainen, Harri Antero, metsäneuvoja, Kuhmo
Kemppainen, Seppo Kalevi, rikosylikonstaapeli, Kotka
Kemppainen, Tuula Marjatta, kihlakunnanulosottomies, Lahti
Kenkkilä, Martti Kustaa, riskipäällikkö, Tampere
Kenttälä, Mirja Annikki, Korvausasiantuntija, Espoo
Kerko, Leena Johanna, maatilan emäntä, Somero
Kero, Reetta-Maija, IT-palvelupäälikkö, Pietarsaari
Keränen, Marja-Liisa Kristiina, sairaanhoitaja, Oulu
Keskitalo, Arto Pietari, myynti-insinööri, Oulu
Ketola, Anne Marjatta, operatiivinen johtaja, Pöytyä
Ketonen, Tuija Katriina, palvelumyyjä, Kaarina
Keto-Tokoi, Sirpa Helena, tuoteryhmäpäällikkö, Tampere
Kettunen, Georg Olof Johannes, hankintapäällikkö, Oulu
Kettunen, Iris Inkeri, veroasiantuntija, Jyväskylä
Kettunen, Juha-Martti, ylikonstaapeli, Helsinki
Kettunen, Väinö Ilmari, lehtori, Kontiolahti
Kiesewetter, Sirkku Kaarina, sosiaalityöntekijä, Harjavalta
Kiiala, Tommi Petteri, rikosseuraamusesimies, Hyvinkää
Kiirama, Mika Juhani, rikosylikonstaapeli, Kotka
Kiiski, Anne-Marie, taloussihteeri, Pori
Kiiveri, Eino Antero, hankintaesimies, Viiala
Kilpeläinen, Mauri Johannes, liikuntasihteeri, Vesanto
Kilponen, Mikko Tapani, rikosylikonstaapeli, -
Kinnari, Tiina Marjatta, rikosylikonstaapeli, Espoo
Kinnunen, Aino Maria, vakuutussihteeri, Espoo
Kinnunen, Ari Juhani, päivittäistavarapäällikkö, Siikajoki
Kinnunen, Maire Anneli, yksikkösihteeri, Laukaa
Kirves, Juha Olli Antero, aluemyyntipäällikkö, Lappeenranta
Kiviaho, Mauno Juhani, käyttöpäällikkö, Jokioinen
Kivimäki, Pekka Johannes, tuotepäällikkö, Oulu
Kiviniemi, Ann-Kristin Birgitta, johdon assistentti, Turku
Kivistö, Tuula Hannele, yksilö- ja työvalmentaja, Juuka
Klemelä, Erja Inkeri, ympäristösihteeri, Jokioinen
Kling, Juha Olavi, prosessivastaava, Helsinki
Knaapila, Tommi Jalmari, rikosylikonstaapeli, Kouvola
Knuutila, Asko Eerikki, pituusleikkurimies, Lavia
Knuutila, Tuula Maija, erityisohjaaja, Turku
Kohonen, Marita Irmeli, palkkapalvelusihteeri, Joensuu
Kohtala, Jukka Kalervo, yrittäjä, Karijoki
Kohtamäki, Timo Antero, ylivartija, Kerava
Koikkalainen, Matti Tapio, kuntoutussosiaalityöntekijä, Helsinki
Koivisto, Pauli Henrik, Senior Engineer, Tampere
Koivisto, Veikko Juhani, rakennuspäällikkö, Seinäjoki
Koivuaho-Purtsi, Eija Anneli, valvontasihteeri, Hämeenlinna
Koivukoski, Seija Marjatta, perushoitaja, Kinnula
Koivula, Erkki Johannes, hankintaesimies, Muhos
Koivula, Heikki Albert, Senior Manager, Jyväskylä
Koivumaa, Kari Kullervo, tiimiesimies, Pello
Koivumaa, Vilho Jaakko, maanviljelijä, Siikajoki
Koivuniemi, Kai Samuel Johannes, vuokraamonhoitaja, Kauhajoki
Kokko, Marko Johannes, ylikonstaapeli, Turku
Kokkonen, Panu-Petteri, rikosseuraamusesimies, Helsinki
Kolari, Jari Eero Juhani, ylikonstaapeli, Kuopio
Kolattu-Tolvi, Outi Maria, agrologi, Somero
Kolehmainen, Riitta Anna Kaarina, koordinaattori, Helsinki
Koljonen, Paula Mirjam, erityisasiantuntija, Helsinki
Konki, Sirpa Helena, järjestelmävastaava, Rusko
Kontila, Eija Tuula Marketta, vakuutussihteeri, Helsinki
Koponen, Jouko Tapani, rakennustarkastaja, Leppävirta
Koponen, Miia-Mari, toimistosihteeri-asiakaspalvelija, Outokumpu
Korhonen, Anna Leena, tarkastaja, Tuusula
Korhonen, Eeva-Liisa, tilastoaktuaari, Helsinki
Korhonen, Eva Susanna, ylikonstaapeli, Helsinki
Korhonen, Jarmo Juhani, metsäneuvoja, Siilinjärvi
Korhonen, Teija Hannele, tutkimusanalyytikko, Tervo
Korhonen, Terho Veli Tapio, ylikonstaapeli, Jyväskylä
Korhonen, Tuija Hannele, kansliasihteeri, Mikkeli
Korkiakoski, Raija Sinikka, palkkasihteeri, Pirkkala
Korpela, Aliisa Ulla Maria, osastosihteeri, Ulvila
Korpela, Eliisa Anneli, myyntiesimies, Seinäjoki
Korpela, Matti Kalevi, ostopäällikkö, Turku
Korpi, Jaakko Tauno, elintarviketyöntekijä, Lapua
Korpimäki, Markku Tapani, veturinkuljettaja, Raasepori
Kortelainen, Toivo Sakari, myyjä, Nurmes
Kortström, Kari Pekka, ylivahtimestari, Launonen
Koskela, Mike Olavi, rikosylikonstaapeli, Heinola
Koskelin-Nurminen, Leena Kaarina, toimistopäällikkö, Salo
Koski, Ilkka Johannes, palomestari, Pori
Koski, Markku Tapani, ylikonstaapeli, Kouvola
Koski, Riitta-Liisa, taloussihteeri, Helsinki
Koskinen, Arja Kerttuli, osastosihteeri, Espoo
Koskinen, Jaakko Veli, maanviljelijä, Hamina
Koskinen, Marja-Leena, tarkastaja, Riihimäki
Koskinen, Pekka Paavo Juhani, luottamushenkilö, Masku
Koskinen, Pirjo Irma Anita, Senior Finance Development Officer, Espoo
Koskinen, Sirpa Tuulikki, erikoissairaanhoitaja, Kustavi
Koskinen, Timo Tapani, kartoittaja, Helsinki
Koskinen, Veli Antero, tekninen sihteeri, Madrid
Kosonen, Kirsti Katariina, osastohoitaja, Vantaa
Kotilainen, Jukka Kalevi, rikosylikonstaapeli, Siilinjärvi
Kotisaari, Mirja Helena, terveydenhoitaja, Pyhäntä
Kouhia-Turklin, Pirkko Irmeli, suunnittelija, Kouvola
Kraneis, Juhani Mikael, ylikonstaapeli, Tampere
Kronqvist, Anna-Lena Maria, kanslist, Korsnäs
Kuikka-Kiljunen, Paula Anneli, hankekoordinaattori, Lappeenranta
Kuismin, Helvi Helena, kirjastotoimenjohtaja, Alavieska
Kuittinen, Veijo Olavi, ylikonstaapeli, Kouvola
Kuivalainen, Sirpa Marja-Terttu, ravitsemispäällikkö, Ikaalinen
Kuivila, Leena Maria, sairaanhoitaja, Lapua
Kukkonen, Eeva Katriina, tavaratalojohtaja, Espoo
Kukkonen, Juha Petteri, rikosseuraamusesimies, Kerava
Kukkonen, Mervi Hannele, kotitalousneuvoja, Juva
Kukkula, Juho Kalervo, Service Desk Expert, Seinäjoki
Kumpulainen, Pekka Tapani, ylikonstaapeli, Espoo
Kuokka, Heimo Kalevi, huoltoasentaja, Lapinlahti
Kuokka, Raimo Juhani, talouspäällikkö, Virolahti
Kuokkanen, Rauno Juhani, rakennustarkastaja, Kangasniemi
Kuosmanen, Nina Maria, osastosihteeri, Nokia
Kurkinen, Marja-Leena, vakuutussihteeri, Lahti
Kurth, Ritva Tuulikki, sosiaalityöntekijä, Pello
Kurula, Eija Marjatta, asiantuntija, Kittilä
Kutila, Reima Uolevi, hankinta-asiantuntija, Espoo
Kuusi, Tuulikki Katariina, työsuhdepäällikkö, Tampere
Kuusiaro, Marja Kristiina, tarkastaja, Helsinki
Kuusikoski, Martti Juhani, kuljetussuunnittelija, Huittinen
Kuusimaa, Kaija Inkeri, kehityspäällikkö, Espoo
Kuusinen, Aila Kaarina, osastosihteeri, Seinäjoki
Kuva, Pertti Veli Tapio, ylikonstaapeli, Mikkeli
Kykkänen, Erja Riitta Hannele, tulliylitarkastaja, Helsinki
Kytöharju, Matti Mikael, opettaja, Kankaanpää
Kåll, Myrtel Gunnevi, laboratoriomestari, Espoo
Kämäräinen, Timo Tapani, ylikonstaapeli, Espoo
Kärki, Teija-Riitta, talousmestari, Vantaa
Kärkkäinen, Pauli Ensio, ratapihatyönsuunnittelija, Pieksämäki
Könönen, Kaisa Marjatta, tullitarkastaja, Tornio
Laakkonen, Päivi Hannele, osastosihteeri, Tampere
Laakso, Ritva Liisa Anneli, erityislastentarhanopettaja, Keminmaa
Laakso, Seppo Kalevi, kihlakunnanulosottomies, Helsinki
Laaksonen, Tommi Kalervo, rikosylikonstaapeli, Raisio
Laasanen, Juha Matias, ylikonstaapeli, Kouvola
Lahola, Irma Onerva Tellervo, johtava sosiaalityöntekijä, Kalajoki
Lahtela, Leila Maria, asiakasvastuullinen johtaja, Espoo
Lahti, Sinikka Johanna, luokanopettaja, Joutsa
Laiho, Ritva Sinikka, kirjanpitäjä, Valkeakoski
Laine, Mari Susanna, osastosihteeri, Tampere
Laine, Maria Hannele, käsityön lehtori, Lahti
Laitila, Janne Kalevi, maanviljelijä, Kuortane
Laitinen, Hannu Juhani, luokanopettaja, Kangasniemi
Lalli, Juha Kari, rikosylikonstaapeli, Pöytyä
Lampén, Tarja Elise, sihteeri, Helsinki
Landström, Tiina Hannele, johdon sihteeri, Helsinki
Lankinen, Olli Pekka, rikosylikonstaapeli, Imatra
Lantto, Ari Iisakki, ylikonstaapeli, Pori
Lappi, Markku Antero, pyörökoneenkuljettaja, Multia
Lapveteläinen, Sonja Marietta, pankkivirkailija, Kaskinen
Larinen, Hannele Anita, osastosihteeri, Raasepori
Larjava, Mika Petteri, rikosylikonstaapeli, -
Larkovuo, Matti Olavi, rikosylikonstaapeli, Turku
Lasarov, Harri Kaleva, laitosmies, Outokumpu
Lasarov, Kerttu Reetta Elisabeth, palkkasihteeri, Outokumpu
Laukkanen, Reetta Marjatta, osastosihteeri, Savonlinna
Laukniemi, Esa Sakari, palomestari, Joroinen
Laurikainen, Mauri Uolevi, Senior Manager, Tampere
Laurila, Arja Hillevi, sosiaalityöntekijä, Nastola
Lavi, Jukka Tapio, rikosylikonstaapeli, Kuopio
Lehtinen, Ahti Juhani, logistiikkavastaava, Pertunmaa
Lehtinen, Ella-Sirpa Irene, pääsuunnittelija, Jyväskylä
Lehto, Leila Marjatta, terveydenhoitaja, Lempäälä
Lehtola, Kirsti Annikki, Yo-merkonomi, Seinäjoki
Lehtomaa, Marja Elina, vanhustyön johtaja, Siikajoki
Lehtoväre, Minna Helena, terveydenhoitaja, Keminmaa
Leino, Hannu Olavi, rehtori, Kustavi
Lepistö, Kaisa Liisa, juustonkeittäjä, Toholampi
Lepistö, Martta Annikki, Kunnanvaltuutettu, Juupajoki
Lepojärvi, Sakari Heimo Aulis, erikoishammasteknikko, Keminmaa
Leponiemi, Raili Elisabet, taksiautoilija, Sastamala
Leppäkangas, Markku Tapio, rakennustarvikemyyjä, Alajärvi
Leppänen, Anitta Maria Irmeli, johdon assistentti, Kangasala
Leppäpohja, Tauno Oskari Johannes, mekaanisen kunnossapidon päällikkö, Pori
Leväinen, Sirpa Maarit, maaseutupäällikkö, Joroinen
Liikanen, Arto Juhani, metallimies, Muurame
Liimatainen, Eeva-Elina, tullitarkastaja, Espoo
Liimatainen, Matti Ensio, matkalippujen tarkastaja, Riihimäki
Liimatainen, Riitta Hannele, palvelupäällikkö, Äänekoski
Lilja, Maria, museoregistraattori, Espoo
Liljamo, Carita Kristiina, osastonhoitaja, Lapua
Lillmåns, Rolf Stefan Johannes, lektor i yrkesämnen, Nykarleby
Lillqvist-Kosieradzki, Kristina Marian, johdon assistentti, Helsinki
Linde, Ulla Marianne, asiakaspalvelutiimin esimies, Mustasaari
Lindegren, Anne Katriina, myyntipäällikkö, Kaarina
Lindfors, Leif, prosessiteknikko, Helsinki
Lindfors, Nora Asta, Development Manager, Espoo
Lindfors, Ralf Gösta Alexander, företagare, Pedersöre
Lindholm, Jukka Antero, veturinkuljettaja, Hyvinkää
Lindroos, Monica Annette, toimitusjohtajan assistentti, Sipoo
Lindström-Dahl, Ulla Margareta, henkilöstöpäällikkö, Raasepori
Linna, Marja-Leena, johdon assistentti, Askola
Linnapuomi, Paula Maria, tilastonlaatija, Helsinki
Lipsanen, Pekka Jouko, asiakkuuspäällikkö, Kouvola
Liski, Tuire Anneli, ravintolapäällikkö, Tampere
Liu, Päivi Anneli, diakoni, Pornainen
Lohikoski, Kalevi Matias, kehitysteknikko, Raahe
Lonka, Jari Pekka, ylikonstaapeli, Hamina
Lotvonen, Juha Matti, verotarkastaja, Helsinki
Louhivuori-Koljonen, Jaana Kristina, johdon assistentti, Helsinki
Loukkola, Irja Inkeri, toimistosihteeri, Kempele
Luikku, Jorma Heikki Vilhelmi, myyntipäällikkö, Helsinki
Luisto, Tuija Irmeli, johdon assistentti, Helsinki
Lukkarinen, Timo Johannes, vararehtori, Lahti
Lukkarinen, Timo Juhani, ylikonstaapeli, Helsinki
Lumme, Merja Leena Maria, assistentti, Helsinki
Lundberg, Arja Aulikki, taloussuunnittelija, Vantaa
Luostarinen, Merja Päivi Helena, hallinnollinen avustaja, Helsinki
Luosto, Arto Kalevi, Design Engineer, Espoo
Luukkonen, Merja Liisa Anita, arkistonhoitaja, Sonkajärvi
Lähde, Tarja Helena, osastosihteeri, Vantaa
Lähteenmäki, Veikko Olavi, suunnittelija, Oulu
Läksy, Kirsi Kaarina, laskentapäällikkö, Masku
Lämsä, Tuula Tellervo, johdon sihteeri, Oulu
Löytty, Eila Anneli, luokanopettaja, Luvia
Majapuro, Tuula Sinikka, johtaja, Helsinki
Makkonen, Urho Vesa, maanviljelijä, Rääkkylä
Malen, Harri Pekka Juha, tietohallintopäällikkö, Helsinki
Malinen, Juha Matti Antero, rikosylikonstaapeli, Pori
Malinen, Raija Liisa Inkeri, asiakasneuvoja, Joensuu
Maltari, Suvi Hannele, henkilökohtainen pankkineuvoja, Hämeenlinna
Malviniemi, Raija Ida, hallintosihteeri, Haapajärvi
Mannila, Martti Arto Juhani, Controller, Seinäjoki
Manninen, Helena Kristiina, perusopetuksen luokanopettaja, Oulu
Manninen, Marjatta, suunnittelupäällikkö, Vantaa
Manninen-Landin, Pirjo Anneli, asiantuntija, Espoo
Marin-Halonen, Hellä Margit, asiantuntija, Kuopio
Marjokorpi, Juha Matti, maanviljelijä, Heinola
Markus, Marja-Leena, osastonhoitaja, Kurikka
Marski, Kaarlo Antero, laskentaesimies, Rovaniemi
Martikainen, Timo Kalevi, asiakasfaktori, Helsinki
Marttila, Markku Tapio, valokuvakonservaattori, Sipoo
Marttila, Petri Juhani, ylikonstaapeli, Helsinki
Matilainen, Jouni Esko Antero, rikosylikonstaapeli, Savonlinna
Matintupa, Sirpa Elina, rahoitusneuvoja, Alajärvi
Matsinen, Jorma Johannes, tulliylitarkastaja, Loviisa
Mattila, Minna Leena, ylitarkastaja, Tampere
Mattsson, Kimmo Toivo Tapio, specialyrkeslärare, Lemland
Mattsson, Sirpa Iiris Anneli, kihlakunnanulosottomies, Helsinki
Meisalmi, Matti Einari, Sales Support Manager, Pirkkala
Melkko, Sari Minna Kristiina, rikosylikonstaapeli, Kouvola
Mella, Anne Kaarina, henkilöstösihteeri, Vantaa
Memonen, Raimo Kalevi, yrittäjä, Joroinen
Mertkoski, Jarmo Kalevi, Design Manager, Nurmijärvi
Mertsalmi, Liisa Johanna, jäsenrekisterin hoitaja, Helsinki
Metso, Jouni Kalevi, metsäasiantuntija, Keuruu
Mikkonen, Päivi Sinikka, kirjanpitäjä, Savonlinna
Minkkinen, Inga, osastosihteeri, Helsinki
Moisanen, Jukka Antero, hallintopäällikkö, Vantaa
Moisio, Tarja Helena, sopimushallintopäällikkö, Nurmijärvi
Mononen, Timo Kalevi, suunnittelija, Kuopio
Muittari, Keijo Juha Tapio, aluemyyntipäällikkö, Oulu
Muroma, Markku Urho Tapio, henkilöstöpankin päällikkö, Hämeenlinna
Mustonen, Tarja Helena, tekninen asiantuntija, Jyväskylä
Mustonen, Tuula Helena, kaupunginvaltuutettu, Kuusamo
Mustonen, Ulla Kristiina, osastosihteeri, Jyväskylä
Muukkonen, Tuula Kaarina, palveluneuvoja, Raisio
Mykkänen, Ari-Pekka, ylikonstaapeli, Tuusula
Myllykangas, Kaija Anneli, palvelupäällikkö, Seinäjoki
Myllymäki, Marianna, tutkimusmestari, Ypäjä
Myllys, Eeva Kristiina, sairaanhoitaja, Jämsä
Mylläri, Reija Helena, osastonhoitaja, Kotka
Mäittälä, Päivi Eeva Liisa, kamreeri, Hämeenlinna
Mäkelä, Arja Anneli, tietopalvelusihteeri, Nummela
Mäkelä, Arja Annikki, osastonhoitaja, Helsinki
Mäkelä, Mailis Annikki, osastonhoitaja, Ii
Mäkelä, Raija Hannele, tiiminvetäjä, Helsinki
Mäkeläinen, Pentti Olavi, voimapäällikkö, Joensuu
Mäki, Olli Arto Antero, maanviljelijä, Lappajärvi
Mäki, Satu Inkeri, lastentarhanopettaja, Rauma
Mäki-Heikkilä, Ritva Anneli, maaseutusihteeri, Alavus
Mäkilä, Outi Tuulikki, julkaisusuunnittelija, Jokioinen
Mäkinen, Arto Tapani, veturinkuljettaja, Espoo
Mäkinen, Jarmo Aapo Tapani, rikosylikonstaapeli, Kerava
Mäkinen, Marja Kaarina, keskusrekisterin hoitaja, Turku
Mäntyharju, Päivi Johanna, kotieläinasiantuntija, Seinäjoki
Mäntylä, Teuvo Henrik, rikosylikonstaapeli, Pori
Mäntyniemi, Keijo Juhani Aleksi, piiripäällikkö, Ylöjärvi
Määttä, Janne Petteri, rikosylikonstaapeli, Rovaniemi
Määttänen, Reino Tuomas, kuvankäsittelijä, Helsinki
Mökkönen, Jarmo Kalevi, veturinkuljettaja, Pieksämäki
Mölsä, Timo Tapio, maanviljelijä, Rääkkylä
Möttönen, Jani Petri, ylikonstaapeli, Hyvinkää
Nabb, Kaj Göran, Senior Designer, Vaasa
Narits, Natalia, toimiston esimies, Mikkeli
Natunen, Ritva Anneli, logistiikkapäällikkö, Kerava
Nenonen, Anita Hannele, johdon assistentti, Helsinki
Nenonen, Soili Anita, terveydenhoitaja, Mikkeli
Neuvonen, Teija Marja, myyntipäällikkö, Oulu
Nevanpää, Juha Henry, logistiikkapäällikkö, Tampere
Niemi, Anne-Maarit, ylikonstaapeli, Pori
Niemi, Anne-Marja, johtaja, Vimpeli
Niemi, Heikki Olavi, työnjohtaja, Kemijärvi
Niemi, Reima Juhani, myyntipäällikkö, Turku
Nieminen, Arto Ilmari, ylikonstaapeli, Helsinki
Nieminen, Leila Marita, palveluesimies, Vantaa
Nieminen, Mikko Ensio, elektroniikka-asentaja, Uurainen
Nieminen, Rauno Gunnar, materiaaliesimies, Jämsä
Nieminen, Ritva Sinikka, asiakaspalvelupäällikkö, Valkeakoski
Niiranen, Ismo Teppo, ylikonstaapeli, Kotka
Niiranen, Kari Jalmari, perusopetuksen luokanopettaja, Luumäki
Niittymäki, Jouko Kristian, rikosseuraamusesimies, Sammatti
Nikander, Armi Hannele, terveydenhoitaja, Lempäälä
Nikkarikoski, Marja-Leena, lakipalveluasiantuntija, Helsinki
Nikula, Heimo Juhani, maanviljelijä, Eurajoki
Nikulainen, Raimo Juhani, veturinkuljettaja, Pieksämäki
Niskanen, Jarmo Antero, työnjohtaja, Uurainen
Nissilä, Paula Tuulikki, osastonhoitaja, Espoo
Nissinen, Sirkka Liisa, tietopalvelusihteeri, Lahti
Nordlund, Mia Marita, osastosihteeri, Mäntsälä
Nousiainen, Rauni Irene, toimistosihteeri, Kerava
Nummela, Seppo Onni Juhani, laboratoriomestari, Forssa
Nurmi, Jukka Olavi, koneistosuunnittelun päällikkö, Aura
Nurmikumpu, Raija Anneli, lastentarhanopettaja, Keminmaa
Nurmilaukas, Ilona Susanna, Ravitsemispäällikkö, Kouvola
Nurminen, Laura Ilona, kirjastonhoitaja, Lapinlahti
Nurminen, Riitta Marjaana, ruokapalvelupäällikkö, Kemijärvi
Nurmio, Mårten Viking, skogsbruksingenjör, Kimitoön
